firstName,lastName,email,department,position,basicSalary,gender,phone,dateJoined
Sampson,Acheampong,sampson.acheampong.508@thenoveltyconcepts.com,Marketing,SEO Specialist,5159,Male,+233207953729,2023-08-14
Kow,Yeboah,kow.yeboah.509@thenoveltyconcepts.com,Legal,Legal Assistant,9077,Female,+233209217150,2016-10-23
Samuel,Baah,samuel.baah.510@thenoveltyconcepts.com,HR,HR Officer,8850,Female,+233208660091,2022-10-27
Adjoa,Acheampong,adjoa.acheampong.511@thenoveltyconcepts.com,Finance,Payroll Clerk,8678,Male,+233203301742,2017-03-10
Isaac,Asare,isaac.asare.512@thenoveltyconcepts.com,IT,IT Support Specialist,4362,Male,+233204290409,2024-11-05
Yaw,Appiah,yaw.appiah.513@thenoveltyconcepts.com,IT,IT Support Specialist,3996,Male,+233205695426,2017-03-13
Emmanuel,Adu,emmanuel.adu.514@thenoveltyconcepts.com,Finance,Director,22160,Male,+233205600291,2022-09-27
Nana,Turkson,nana.turkson.515@thenoveltyconcepts.com,HR,HR Officer,9107,Male,+233205377382,2025-09-06
Akua,Appiah,akua.appiah.516@thenoveltyconcepts.com,Finance,Accountant,9785,Female,+233207423584,2018-05-18
Maame,Bonsu,maame.bonsu.517@thenoveltyconcepts.com,IT,Software Engineer,6127,Female,+233208018074,2019-12-18
Kojo,Frimpong,kojo.frimpong.518@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,7536,Male,+233202688509,2020-01-20
Samuel,Quansah,samuel.quansah.519@thenoveltyconcepts.com,IT,Software Engineer,5167,Male,+233204213092,2019-04-19
Daniel,Osei,daniel.osei.520@thenoveltyconcepts.com,Marketing,Content Creator,6315,Male,+233207449750,2023-12-08
Abigail,Owusu,abigail.owusu.521@thenoveltyconcepts.com,IT,IT Manager,18995,Female,+233204574531,2018-05-12
Isaac,Yiadom,isaac.yiadom.522@thenoveltyconcepts.com,IT,DevOps Engineer,7485,Female,+233204810832,2019-09-13
Ama,Yiadom,ama.yiadom.523@thenoveltyconcepts.com,Operations,Logistics Coordinator,8188,Female,+233204516452,2024-07-28
Patricia,Oppong,patricia.oppong.524@thenoveltyconcepts.com,Marketing,Marketing Manager,20694,Female,+233209067945,2024-02-26
Afia,Appiah,afia.appiah.525@thenoveltyconcepts.com,Finance,Accountant,10456,Female,+233205822942,2016-11-26
Adjoa,Acheampong,adjoa.acheampong.526@thenoveltyconcepts.com,Finance,Accountant,10821,Female,+233204766092,2016-03-20
Kofi,Amankwah,kofi.amankwah.527@thenoveltyconcepts.com,Operations,Admin Assistant,10107,Male,+233202265953,2016-06-30
Adjoa,Acheampong,adjoa.acheampong.528@thenoveltyconcepts.com,Marketing,Marketing Executive,9283,Female,+233201994332,2022-12-24
Daniel,Kwarteng,daniel.kwarteng.529@thenoveltyconcepts.com,HR,HR Assistant,4245,Male,+233205265014,2022-11-03
Abena,Mensah,abena.mensah.530@thenoveltyconcepts.com,Legal,Paralegal,8752,Female,+233206789209,2021-03-01
Abena,Acheampong,abena.acheampong.531@thenoveltyconcepts.com,Marketing,Social Media Manager,3691,Male,+233208256386,2025-05-21
Kojo,Oppong,kojo.oppong.532@thenoveltyconcepts.com,Legal,Paralegal,10407,Male,+233204667642,2020-04-29
Kofi,Frimpong,kofi.frimpong.533@thenoveltyconcepts.com,Finance,Payroll Clerk,6073,Female,+233201823753,2016-01-25
Kwaku,Nkansah,kwaku.nkansah.534@thenoveltyconcepts.com,HR,HR Officer,10454,Female,+233208519390,2020-05-02
Michael,Quansah,michael.quansah.535@thenoveltyconcepts.com,Marketing,Social Media Manager,8480,Female,+233203291841,2025-01-02
Kwaku,Frimpong,kwaku.frimpong.536@thenoveltyconcepts.com,Legal,Compliance Officer,5772,Female,+233206092096,2020-02-28
Akua,Danquah,akua.danquah.537@thenoveltyconcepts.com,HR,HR Officer,7564,Female,+233201290177,2024-11-15
Yaa,Osei,yaa.osei.538@thenoveltyconcepts.com,Sales,Sales Manager,22162,Male,+233206270920,2021-05-11
Kwaku,Baah,kwaku.baah.539@thenoveltyconcepts.com,Marketing,SEO Specialist,8732,Male,+233205031107,2022-05-25
Kow,Asare,kow.asare.540@thenoveltyconcepts.com,IT,System Administrator,4470,Female,+233207243330,2018-03-10
Nana,Amankwah,nana.amankwah.541@thenoveltyconcepts.com,Marketing,Social Media Manager,10113,Male,+233204485712,2021-03-01
Nana,Yiadom,nana.yiadom.542@thenoveltyconcepts.com,Finance,Auditor,8823,Male,+233201601542,2023-03-10
Gifty,Asare,gifty.asare.543@thenoveltyconcepts.com,Legal,Legal Manager,21552,Male,+233202984969,2025-04-07
Blessing,Adjei,blessing.adjei.544@thenoveltyconcepts.com,HR,HR Assistant,4775,Male,+233209864506,2016-08-12
Akua,Kwarteng,akua.kwarteng.545@thenoveltyconcepts.com,HR,HR Officer,7574,Male,+233204247996,2016-01-22
Maame,Asare,maame.asare.546@thenoveltyconcepts.com,Legal,Paralegal,3211,Male,+233209182193,2025-11-21
Patricia,Yeboah,patricia.yeboah.547@thenoveltyconcepts.com,IT,System Administrator,8339,Male,+233203634421,2022-12-18
Adjoa,Acheampong,adjoa.acheampong.548@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,5774,Male,+233204686764,2024-08-12
Kwesi,Boateng,kwesi.boateng.549@thenoveltyconcepts.com,Legal,Compliance Officer,6358,Female,+233203959784,2016-05-13
Prince,Appiah,prince.appiah.550@thenoveltyconcepts.com,IT,IT Support Specialist,10410,Male,+233203252199,2016-08-30
Emmanuel,Kwarteng,emmanuel.kwarteng.551@thenoveltyconcepts.com,HR,HR Assistant,7963,Male,+233209787723,2024-11-02
Akosua,Adu,akosua.adu.552@thenoveltyconcepts.com,Marketing,Content Creator,3743,Female,+233202807892,2022-06-09
Adjoa,Mensah,adjoa.mensah.553@thenoveltyconcepts.com,Sales,Account Executive,3188,Male,+233209391975,2021-10-02
Prince,Tetteh,prince.tetteh.554@thenoveltyconcepts.com,IT,QA Analyst,5782,Female,+233201293050,2025-02-22
Sampson,Yiadom,sampson.yiadom.555@thenoveltyconcepts.com,Operations,Admin Assistant,9998,Female,+233203052945,2025-01-12
Adjoa,Kwarteng,adjoa.kwarteng.556@thenoveltyconcepts.com,Legal,Compliance Officer,10245,Female,+233204842516,2018-02-17
Ama,Boateng,ama.boateng.557@thenoveltyconcepts.com,Legal,Paralegal,3719,Male,+233208646249,2023-02-10
Kwesi,Adjei,kwesi.adjei.558@thenoveltyconcepts.com,IT,IT Manager,22733,Male,+233209118340,2025-07-01
Emmanuel,Nkansah,emmanuel.nkansah.559@thenoveltyconcepts.com,Operations,Facility Coordinator,5764,Male,+233202849991,2021-06-29
Ebenezer,Acheampong,ebenezer.acheampong.560@thenoveltyconcepts.com,Sales,Business Development Assoc.,6174,Female,+233203545320,2024-11-18
Kow,Turkson,kow.turkson.561@thenoveltyconcepts.com,HR,HR Assistant,4890,Female,+233206487163,2024-07-27
Kow,Boateng,kow.boateng.562@thenoveltyconcepts.com,Finance,Payroll Clerk,6849,Male,+233204586820,2020-10-19
Samuel,Nkansah,samuel.nkansah.563@thenoveltyconcepts.com,Marketing,Marketing Manager,21774,Male,+233204624715,2019-08-08
Emmanuel,Annan,emmanuel.annan.564@thenoveltyconcepts.com,Operations,Operations Officer,6713,Male,+233209456981,2024-10-28
Kojo,Kwarteng,kojo.kwarteng.565@thenoveltyconcepts.com,IT,IT Support Specialist,6510,Female,+233208646518,2017-05-09
Ama,Acheampong,ama.acheampong.566@thenoveltyconcepts.com,Sales,Account Executive,8596,Female,+233208148643,2025-12-14
Kwame,Bonsu,kwame.bonsu.567@thenoveltyconcepts.com,Operations,Admin Assistant,10661,Male,+233204553855,2024-11-16
Kwaku,Donkor,kwaku.donkor.568@thenoveltyconcepts.com,Finance,Auditor,7961,Female,+233201015027,2017-01-13
Sampson,Owusu,sampson.owusu.569@thenoveltyconcepts.com,Operations,Operations Manager,20219,Female,+233205115159,2022-05-01
Yaw,Tetteh,yaw.tetteh.570@thenoveltyconcepts.com,Sales,Account Executive,10545,Male,+233205388321,2018-11-18
Abena,Acheampong,abena.acheampong.571@thenoveltyconcepts.com,Legal,Compliance Officer,10829,Male,+233208579776,2017-11-02
Kow,Danquah,kow.danquah.572@thenoveltyconcepts.com,Operations,Admin Assistant,5078,Male,+233204114650,2025-11-27
Kofi,Adjei,kofi.adjei.573@thenoveltyconcepts.com,Sales,Business Development Assoc.,4376,Female,+233202910791,2025-05-17
Emmanuel,Sarpong,emmanuel.sarpong.574@thenoveltyconcepts.com,Legal,Legal Assistant,5485,Male,+233209460580,2022-02-24
Daniel,Sarpong,daniel.sarpong.575@thenoveltyconcepts.com,Finance,Accountant,9273,Male,+233203742051,2024-08-17
Blessing,Annan,blessing.annan.576@thenoveltyconcepts.com,HR,HR Assistant,5155,Female,+233202990924,2021-01-24
Nana,Bonsu,nana.bonsu.577@thenoveltyconcepts.com,Legal,Compliance Officer,10270,Female,+233203444993,2023-03-04
Abena,Frimpong,abena.frimpong.578@thenoveltyconcepts.com,Sales,Sales Representative,5744,Female,+233205729828,2019-10-11
Kojo,Nkansah,kojo.nkansah.579@thenoveltyconcepts.com,Operations,Operations Manager,12114,Female,+233206654020,2021-09-14
Akosua,Turkson,akosua.turkson.580@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,9330,Female,+233205473169,2021-04-26
Emmanuel,Kwarteng,emmanuel.kwarteng.581@thenoveltyconcepts.com,HR,HR Manager,19049,Male,+233206669625,2017-05-31
Kofi,Yiadom,kofi.yiadom.582@thenoveltyconcepts.com,Legal,Paralegal,10218,Female,+233202451483,2025-08-17
Michael,Appiah,michael.appiah.583@thenoveltyconcepts.com,Operations,Admin Assistant,10099,Male,+233207094615,2025-03-16
Blessing,Baah,blessing.baah.584@thenoveltyconcepts.com,Legal,Paralegal,8190,Male,+233206308899,2019-05-04
Ama,Owusu,ama.owusu.585@thenoveltyconcepts.com,Finance,Finance Manager,22742,Female,+233208232947,2017-04-06
Ebenezer,Tetteh,ebenezer.tetteh.586@thenoveltyconcepts.com,IT,Software Engineer,9017,Male,+233204082778,2024-12-04
Sampson,Yiadom,sampson.yiadom.587@thenoveltyconcepts.com,IT,System Administrator,3192,Female,+233202812242,2023-09-01
Patricia,Donkor,patricia.donkor.588@thenoveltyconcepts.com,Finance,Payroll Clerk,3421,Female,+233205698046,2021-02-15
Daniel,Oppong,daniel.oppong.589@thenoveltyconcepts.com,HR,HR Officer,10926,Male,+233201438387,2021-02-11
Ama,Baah,ama.baah.590@thenoveltyconcepts.com,Marketing,Marketing Manager,17770,Female,+233204255991,2019-01-18
Adjoa,Amankwah,adjoa.amankwah.591@thenoveltyconcepts.com,HR,HR Assistant,4097,Female,+233201689135,2023-02-24
Sampson,Bonsu,sampson.bonsu.592@thenoveltyconcepts.com,Finance,Auditor,9530,Male,+233203543548,2023-09-24
Akosua,Danquah,akosua.danquah.593@thenoveltyconcepts.com,Legal,Paralegal,6591,Female,+233208571550,2020-05-12
Abigail,Turkson,abigail.turkson.594@thenoveltyconcepts.com,Operations,Facility Coordinator,6509,Female,+233203642026,2016-04-29
Akosua,Sarpong,akosua.sarpong.595@thenoveltyconcepts.com,Sales,Sales Representative,3035,Male,+233201590651,2018-04-28
Abigail,Frimpong,abigail.frimpong.596@thenoveltyconcepts.com,Finance,Accountant,8941,Female,+233208507028,2018-04-04
Akua,Boateng,akua.boateng.597@thenoveltyconcepts.com,Legal,Legal Assistant,3978,Male,+233202955656,2023-12-13
Emmanuel,Adu,emmanuel.adu.598@thenoveltyconcepts.com,Marketing,SEO Specialist,9269,Male,+233203533644,2016-03-23
Michael,Amankwah,michael.amankwah.599@thenoveltyconcepts.com,Legal,Legal Manager,24292,Female,+233207237995,2023-01-27
Prince,Acheampong,prince.acheampong.600@thenoveltyconcepts.com,Finance,Financial Analyst,10789,Male,+233207398465,2020-03-29
Yaw,Owusu,yaw.owusu.601@thenoveltyconcepts.com,Finance,Finance Manager,21299,Male,+233205056514,2024-12-16
Abigail,Osei,abigail.osei.602@thenoveltyconcepts.com,Finance,Auditor,4415,Female,+233205504938,2020-07-12
Ama,Danquah,ama.danquah.603@thenoveltyconcepts.com,Operations,Logistics Coordinator,6556,Male,+233202510425,2020-02-26
Abena,Kwarteng,abena.kwarteng.604@thenoveltyconcepts.com,Legal,Compliance Officer,3037,Male,+233204116385,2020-02-03
Kwesi,Adu,kwesi.adu.605@thenoveltyconcepts.com,IT,QA Analyst,5245,Male,+233205519827,2021-09-02
Yaa,Asare,yaa.asare.606@thenoveltyconcepts.com,IT,Software Engineer,6254,Female,+233207807286,2017-07-27
Gifty,Asare,gifty.asare.607@thenoveltyconcepts.com,Marketing,Marketing Manager,23112,Female,+233207242575,2024-09-01
Yaw,Yiadom,yaw.yiadom.608@thenoveltyconcepts.com,Operations,Logistics Coordinator,3210,Female,+233202138937,2020-05-16
Sampson,Donkor,sampson.donkor.609@thenoveltyconcepts.com,IT,Director,12436,Male,+233207047362,2019-01-17
Rita,Acheampong,rita.acheampong.610@thenoveltyconcepts.com,IT,IT Manager,18129,Female,+233206430151,2024-03-31
Rita,Bonsu,rita.bonsu.611@thenoveltyconcepts.com,Legal,Paralegal,9158,Male,+233203972390,2025-05-18
Prince,Annan,prince.annan.612@thenoveltyconcepts.com,Sales,Sales Representative,4091,Female,+233206275556,2021-10-16
Daniel,Quansah,daniel.quansah.613@thenoveltyconcepts.com,Legal,Compliance Officer,5627,Male,+233206563159,2025-12-29
Abigail,Owusu,abigail.owusu.614@thenoveltyconcepts.com,Marketing,Social Media Manager,4123,Female,+233206750293,2025-02-27
Adjoa,Donkor,adjoa.donkor.615@thenoveltyconcepts.com,IT,IT Support Specialist,9392,Female,+233202641631,2025-10-28
Afia,Acheampong,afia.acheampong.616@thenoveltyconcepts.com,Marketing,Social Media Manager,7046,Male,+233206166118,2018-11-19
Ama,Owusu,ama.owusu.617@thenoveltyconcepts.com,IT,DevOps Engineer,8006,Female,+233205644920,2017-01-30
Afia,Yiadom,afia.yiadom.618@thenoveltyconcepts.com,Marketing,Content Creator,9172,Female,+233205388377,2016-05-30
Blessing,Danquah,blessing.danquah.619@thenoveltyconcepts.com,HR,Director,24675,Female,+233203045584,2022-06-04
Akua,Turkson,akua.turkson.620@thenoveltyconcepts.com,IT,Software Engineer,10122,Female,+233205631387,2022-12-14
Kwesi,Yeboah,kwesi.yeboah.621@thenoveltyconcepts.com,Operations,Admin Assistant,7482,Male,+233201470856,2024-08-10
Kwaku,Amankwah,kwaku.amankwah.622@thenoveltyconcepts.com,IT,IT Manager,17757,Female,+233209793666,2021-10-26
Gifty,Turkson,gifty.turkson.623@thenoveltyconcepts.com,Finance,Financial Analyst,6908,Male,+233202382377,2018-03-21
Gifty,Adu,gifty.adu.624@thenoveltyconcepts.com,Finance,Financial Analyst,4155,Female,+233204728763,2021-09-25
Yaw,Amankwah,yaw.amankwah.625@thenoveltyconcepts.com,Operations,Operations Manager,12918,Male,+233208300694,2017-10-05
Patricia,Acheampong,patricia.acheampong.626@thenoveltyconcepts.com,Marketing,Content Creator,3532,Male,+233201858545,2024-04-27
Ebenezer,Turkson,ebenezer.turkson.627@thenoveltyconcepts.com,Legal,Legal Assistant,7130,Male,+233205529878,2019-09-11
Akosua,Frimpong,akosua.frimpong.628@thenoveltyconcepts.com,Marketing,Marketing Executive,9364,Female,+233204754032,2020-05-26
Daniel,Asare,daniel.asare.629@thenoveltyconcepts.com,Finance,Payroll Clerk,7589,Female,+233202217854,2018-01-09
Michael,Tetteh,michael.tetteh.630@thenoveltyconcepts.com,IT,DevOps Engineer,7945,Male,+233204514570,2021-12-14
Akosua,Frimpong,akosua.frimpong.631@thenoveltyconcepts.com,IT,IT Manager,14651,Female,+233203640939,2020-01-30
Prince,Oppong,prince.oppong.632@thenoveltyconcepts.com,IT,IT Support Specialist,10226,Female,+233201428557,2018-10-17
Afia,Danquah,afia.danquah.633@thenoveltyconcepts.com,Finance,Auditor,5044,Female,+233209350880,2016-07-11
Abigail,Tetteh,abigail.tetteh.634@thenoveltyconcepts.com,Marketing,Marketing Manager,13233,Male,+233202760501,2022-10-22
Patricia,Frimpong,patricia.frimpong.635@thenoveltyconcepts.com,Operations,Facility Coordinator,5000,Female,+233203558420,2021-06-20
Kwaku,Tetteh,kwaku.tetteh.636@thenoveltyconcepts.com,Operations,Facility Coordinator,8900,Female,+233204665243,2017-06-29
Kow,Amankwah,kow.amankwah.637@thenoveltyconcepts.com,Operations,Admin Assistant,3280,Male,+233208992955,2017-07-28
Ebenezer,Adjei,ebenezer.adjei.638@thenoveltyconcepts.com,Sales,Account Executive,5451,Male,+233203989512,2020-10-25
Afia,Danquah,afia.danquah.639@thenoveltyconcepts.com,Finance,Auditor,8403,Female,+233202909641,2018-09-26
Adjoa,Osei,adjoa.osei.640@thenoveltyconcepts.com,HR,Benefits Coordinator,10755,Male,+233207969764,2023-07-15
Emmanuel,Adjei,emmanuel.adjei.641@thenoveltyconcepts.com,Finance,Accountant,7203,Male,+233207636818,2017-03-16
Kwaku,Oppong,kwaku.oppong.642@thenoveltyconcepts.com,Sales,Account Executive,9519,Female,+233207474552,2025-06-03
Michael,Mensah,michael.mensah.643@thenoveltyconcepts.com,Sales,Business Development Assoc.,10679,Male,+233201646532,2020-04-29
Abigail,Gyamfi,abigail.gyamfi.644@thenoveltyconcepts.com,Operations,Operations Officer,5389,Male,+233205136627,2023-05-27
Kwaku,Amankwah,kwaku.amankwah.645@thenoveltyconcepts.com,Legal,Legal Assistant,4822,Male,+233202594897,2025-03-14
Blessing,Asare,blessing.asare.646@thenoveltyconcepts.com,Sales,Business Development Assoc.,9678,Female,+233208884848,2025-06-14
Akosua,Bonsu,akosua.bonsu.647@thenoveltyconcepts.com,Sales,Sales Representative,8023,Female,+233207245403,2021-06-05
Kojo,Sarpong,kojo.sarpong.648@thenoveltyconcepts.com,Sales,Sales Manager,23132,Male,+233203237214,2018-03-03
Akosua,Frimpong,akosua.frimpong.649@thenoveltyconcepts.com,Marketing,SEO Specialist,9778,Male,+233203463060,2016-08-31
Michael,Danquah,michael.danquah.650@thenoveltyconcepts.com,Operations,Operations Officer,5223,Male,+233202798320,2023-11-25
Yaa,Annan,yaa.annan.651@thenoveltyconcepts.com,Finance,Auditor,10352,Male,+233201671486,2024-02-01
Yaw,Yeboah,yaw.yeboah.652@thenoveltyconcepts.com,Marketing,Content Creator,7102,Female,+233208673038,2023-01-13
Michael,Sarpong,michael.sarpong.653@thenoveltyconcepts.com,Operations,Facility Coordinator,8716,Male,+233209067527,2025-06-08
Yaa,Gyamfi,yaa.gyamfi.654@thenoveltyconcepts.com,Finance,Finance Manager,14619,Female,+233209606062,2020-07-11
Sampson,Mensah,sampson.mensah.655@thenoveltyconcepts.com,Finance,Auditor,8751,Female,+233209379473,2020-06-09
Kow,Quansah,kow.quansah.656@thenoveltyconcepts.com,HR,Benefits Coordinator,5619,Male,+233202359762,2018-04-05
Abigail,Bonsu,abigail.bonsu.657@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,10060,Male,+233202884696,2016-10-30
Nana,Boateng,nana.boateng.658@thenoveltyconcepts.com,Operations,Facility Coordinator,5390,Male,+233202755121,2016-11-13
Patricia,Appiah,patricia.appiah.659@thenoveltyconcepts.com,Marketing,Social Media Manager,6854,Female,+233209441341,2022-03-10
Yaw,Baah,yaw.baah.660@thenoveltyconcepts.com,Marketing,Social Media Manager,4429,Female,+233205568284,2023-11-15
Yaa,Yiadom,yaa.yiadom.661@thenoveltyconcepts.com,Sales,Account Executive,5245,Female,+233201350236,2024-08-24
Yaa,Quansah,yaa.quansah.662@thenoveltyconcepts.com,Marketing,Head of Marketing,19397,Female,+233207329176,2020-07-28
Kwaku,Baah,kwaku.baah.663@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,10575,Female,+233202063769,2024-06-08
Nana,Frimpong,nana.frimpong.664@thenoveltyconcepts.com,IT,Software Engineer,4804,Female,+233207779296,2024-12-07
Maame,Frimpong,maame.frimpong.665@thenoveltyconcepts.com,Sales,Sales Representative,3062,Female,+233202038712,2016-10-19
Daniel,Gyamfi,daniel.gyamfi.666@thenoveltyconcepts.com,Legal,Paralegal,3250,Female,+233201697540,2022-04-15
Kwaku,Adjei,kwaku.adjei.667@thenoveltyconcepts.com,HR,Benefits Coordinator,6568,Female,+233206761419,2018-06-18
Ebenezer,Oppong,ebenezer.oppong.668@thenoveltyconcepts.com,HR,HR Officer,8357,Female,+233203250052,2022-10-15
Gifty,Sarpong,gifty.sarpong.669@thenoveltyconcepts.com,HR,HR Assistant,6129,Male,+233203391249,2025-11-12
Emmanuel,Gyamfi,emmanuel.gyamfi.670@thenoveltyconcepts.com,Finance,Financial Analyst,3755,Female,+233206790450,2023-03-22
Adjoa,Adu,adjoa.adu.671@thenoveltyconcepts.com,HR,HR Assistant,5620,Female,+233209192839,2024-11-11
Maame,Donkor,maame.donkor.672@thenoveltyconcepts.com,IT,IT Support Specialist,4046,Female,+233201473504,2022-06-12
Prince,Quansah,prince.quansah.673@thenoveltyconcepts.com,Operations,Logistics Coordinator,7842,Male,+233205197373,2021-11-17
Ebenezer,Osei,ebenezer.osei.674@thenoveltyconcepts.com,Sales,Business Development Assoc.,9995,Female,+233209514381,2018-09-14
Maame,Yiadom,maame.yiadom.675@thenoveltyconcepts.com,Finance,Auditor,8823,Male,+233209189263,2016-10-11
Ama,Mensah,ama.mensah.676@thenoveltyconcepts.com,Operations,Facility Coordinator,8718,Male,+233208830892,2022-05-03
Emmanuel,Oppong,emmanuel.oppong.677@thenoveltyconcepts.com,Operations,Facility Coordinator,10268,Female,+233205984661,2016-02-05
Emmanuel,Asare,emmanuel.asare.678@thenoveltyconcepts.com,Operations,Operations Manager,13584,Male,+233203061974,2017-01-01
Daniel,Quansah,daniel.quansah.679@thenoveltyconcepts.com,Marketing,SEO Specialist,4597,Male,+233206721046,2018-04-17
Kwesi,Turkson,kwesi.turkson.680@thenoveltyconcepts.com,Sales,Account Executive,9916,Male,+233203739748,2022-06-21
Daniel,Kwarteng,daniel.kwarteng.681@thenoveltyconcepts.com,Operations,Operations Officer,4674,Female,+233207158844,2021-07-06
Ebenezer,Quansah,ebenezer.quansah.682@thenoveltyconcepts.com,IT,Software Engineer,7927,Male,+233202060871,2016-09-14
Sampson,Yeboah,sampson.yeboah.683@thenoveltyconcepts.com,Sales,Account Executive,3422,Female,+233203982097,2024-03-28
Kwame,Asare,kwame.asare.684@thenoveltyconcepts.com,Operations,Logistics Coordinator,3031,Female,+233208025701,2023-03-19
Abena,Yeboah,abena.yeboah.685@thenoveltyconcepts.com,HR,HR Assistant,10876,Male,+233207488588,2023-09-24
Kow,Turkson,kow.turkson.686@thenoveltyconcepts.com,Marketing,Social Media Manager,7002,Female,+233209271503,2019-06-16
Kwame,Osei,kwame.osei.687@thenoveltyconcepts.com,Legal,Compliance Officer,3156,Female,+233207358015,2019-04-07
Adjoa,Donkor,adjoa.donkor.688@thenoveltyconcepts.com,Operations,Facility Coordinator,9240,Female,+233202495355,2022-07-17
Kwesi,Yeboah,kwesi.yeboah.689@thenoveltyconcepts.com,Finance,Payroll Clerk,5483,Female,+233206553781,2022-05-29
Yaa,Oppong,yaa.oppong.690@thenoveltyconcepts.com,Legal,Compliance Officer,5320,Female,+233207318870,2023-01-16
Sampson,Acheampong,sampson.acheampong.691@thenoveltyconcepts.com,Legal,Compliance Officer,10105,Female,+233201024835,2018-04-30
Maame,Owusu,maame.owusu.692@thenoveltyconcepts.com,Legal,Paralegal,9203,Female,+233206329378,2020-07-12
Afia,Yiadom,afia.yiadom.693@thenoveltyconcepts.com,Finance,Accountant,4975,Male,+233204994869,2021-03-12
Adjoa,Donkor,adjoa.donkor.694@thenoveltyconcepts.com,Finance,Auditor,3105,Female,+233207583238,2022-10-11
Maame,Sarpong,maame.sarpong.695@thenoveltyconcepts.com,Operations,Facility Coordinator,10721,Male,+233204847770,2025-11-05
Kwesi,Oppong,kwesi.oppong.696@thenoveltyconcepts.com,Marketing,Social Media Manager,9037,Male,+233208646008,2017-05-18
Maame,Kwarteng,maame.kwarteng.697@thenoveltyconcepts.com,Operations,Operations Officer,7271,Male,+233208782131,2025-05-14
Nana,Asare,nana.asare.698@thenoveltyconcepts.com,HR,Benefits Coordinator,9765,Male,+233208160833,2024-03-13
Emmanuel,Gyamfi,emmanuel.gyamfi.699@thenoveltyconcepts.com,Marketing,Marketing Manager,24326,Female,+233205439090,2018-11-13
Abena,Asare,abena.asare.700@thenoveltyconcepts.com,HR,HR Assistant,4503,Female,+233208370549,2018-04-29
Yaw,Gyamfi,yaw.gyamfi.701@thenoveltyconcepts.com,HR,HR Assistant,9661,Male,+233207582273,2020-09-19
Daniel,Yeboah,daniel.yeboah.702@thenoveltyconcepts.com,Operations,Operations Officer,10823,Male,+233201448106,2017-03-24
Yaa,Yiadom,yaa.yiadom.703@thenoveltyconcepts.com,Legal,Paralegal,7804,Male,+233204029281,2023-03-29
Gifty,Yeboah,gifty.yeboah.704@thenoveltyconcepts.com,Operations,Admin Assistant,9598,Male,+233207425946,2020-08-16
Michael,Boateng,michael.boateng.705@thenoveltyconcepts.com,Sales,Sales Representative,9195,Male,+233207370655,2020-11-14
Afia,Bonsu,afia.bonsu.706@thenoveltyconcepts.com,Sales,Business Development Assoc.,4167,Female,+233202065848,2019-01-31
Rita,Amankwah,rita.amankwah.707@thenoveltyconcepts.com,Finance,Payroll Clerk,6842,Female,+233206762723,2022-09-06
Kofi,Sarpong,kofi.sarpong.708@thenoveltyconcepts.com,IT,IT Support Specialist,9396,Female,+233201814924,2025-03-01
Afia,Kwarteng,afia.kwarteng.709@thenoveltyconcepts.com,Sales,Business Development Assoc.,7708,Female,+233204658258,2022-11-21
Prince,Asare,prince.asare.710@thenoveltyconcepts.com,Operations,Facility Coordinator,6055,Female,+233207644344,2018-07-02
Yaa,Oppong,yaa.oppong.711@thenoveltyconcepts.com,HR,Benefits Coordinator,8624,Female,+233208048547,2022-04-03
Rita,Osei,rita.osei.712@thenoveltyconcepts.com,HR,Benefits Coordinator,9669,Female,+233201233346,2019-11-02
Afia,Acheampong,afia.acheampong.713@thenoveltyconcepts.com,Legal,Compliance Officer,8523,Male,+233205855563,2024-02-03
Gifty,Oppong,gifty.oppong.714@thenoveltyconcepts.com,Sales,Sales Representative,5085,Male,+233202551224,2024-06-17
Kwesi,Adjei,kwesi.adjei.715@thenoveltyconcepts.com,Sales,Account Executive,9959,Female,+233202329533,2023-01-07
Kwame,Mensah,kwame.mensah.716@thenoveltyconcepts.com,Marketing,Content Creator,3644,Male,+233201675221,2017-02-24
Sampson,Annan,sampson.annan.717@thenoveltyconcepts.com,Legal,Legal Manager,15726,Male,+233203431694,2019-04-13
Patricia,Acheampong,patricia.acheampong.718@thenoveltyconcepts.com,Finance,Accountant,5331,Male,+233201364852,2024-05-08
Kwame,Gyamfi,kwame.gyamfi.719@thenoveltyconcepts.com,Operations,Admin Assistant,4532,Female,+233206982173,2024-09-27
Sampson,Osei,sampson.osei.720@thenoveltyconcepts.com,HR,HR Assistant,5034,Male,+233203690677,2017-01-18
Kwaku,Quansah,kwaku.quansah.721@thenoveltyconcepts.com,Sales,Business Development Assoc.,8381,Female,+233207248810,2021-02-03
Isaac,Nkansah,isaac.nkansah.722@thenoveltyconcepts.com,Legal,Paralegal,6938,Female,+233206926875,2022-05-17
Emmanuel,Frimpong,emmanuel.frimpong.723@thenoveltyconcepts.com,Operations,Logistics Coordinator,7906,Female,+233208509611,2018-10-04
Ebenezer,Nkansah,ebenezer.nkansah.724@thenoveltyconcepts.com,Operations,Facility Coordinator,6299,Female,+233206551101,2021-04-17
