email,title,description,status,progress
prince.boateng.1085@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
prince.boateng.1085@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,34
akua.mensah.1044@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
akosua.oppong.1880@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,22
akosua.oppong.1880@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,35
akosua.oppong.1880@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,11
kwame.adu.197@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
kwame.adu.197@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,23
kwame.adu.197@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
afia.acheampong.1322@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kwaku.oppong.305@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
kwesi.donkor.1064@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
sampson.nkansah.1674@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
akosua.frimpong.365@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
yaw.boateng.1308@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
yaw.boateng.1308@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
yaw.boateng.1308@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
akosua.boateng.491@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,30
akosua.boateng.491@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
yaa.gyamfi.1683@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
ama.quansah.1147@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
ama.quansah.1147@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
akua.oppong.1134@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,57
akua.oppong.1134@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
akua.oppong.1134@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
emmanuel.oppong.1660@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
emmanuel.oppong.1660@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
emmanuel.oppong.1660@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
kojo.oppong.532@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,14
gifty.boateng.1798@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
kofi.adjei.1818@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kofi.adjei.1818@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
yaw.nkansah.101@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
ebenezer.kwarteng.319@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
ebenezer.kwarteng.319@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
samuel.bonsu.1548@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
kojo.osei.1439@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
kojo.osei.1439@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
kojo.osei.1439@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
nana.baah.893@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
nana.baah.893@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
blessing.gyamfi.847@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
yaa.mensah.1825@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
yaa.mensah.1825@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
abena.tetteh.1415@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,86
abena.tetteh.1415@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,69
kow.baah.1608@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
kojo.appiah.446@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,62
kojo.appiah.446@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kofi.quansah.361@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kofi.quansah.361@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
adjoa.tetteh.1061@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
isaac.boateng.268@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,25
isaac.boateng.268@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
isaac.boateng.268@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,49
blessing.adjei.1705@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
blessing.adjei.1705@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,23
samuel.adjei.937@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
samuel.adjei.937@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
samuel.adjei.937@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
yaw.sarpong.341@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
gifty.oppong.1434@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
gifty.oppong.1434@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
prince.adu.1234@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
prince.adu.1234@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,12
prince.adu.1234@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
yaa.asare.1482@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
yaa.asare.1482@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
sampson.gyamfi.1305@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
sampson.gyamfi.1305@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
gifty.osei.917@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
gifty.osei.917@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
gifty.osei.917@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
rita.acheampong.968@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
kofi.donkor.1096@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,89
kofi.donkor.1096@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
maame.acheampong.314@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,72
maame.acheampong.314@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
maame.acheampong.314@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
ama.yeboah.970@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
ebenezer.tetteh.288@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
ebenezer.tetteh.288@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
abigail.owusu.479@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
abigail.owusu.479@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,36
abigail.owusu.479@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
yaa.owusu.1869@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,84
nana.donkor.999@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
nana.donkor.999@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
kow.yiadom.1722@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,39
kow.yiadom.1722@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
kow.yiadom.1722@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
akosua.yeboah.1344@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
akosua.yeboah.1344@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
prince.danquah.4@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
adjoa.donkor.615@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
adjoa.donkor.615@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
adjoa.donkor.615@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
akosua.acheampong.743@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,18
akosua.acheampong.743@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
akosua.acheampong.743@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
yaa.bonsu.807@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
yaa.bonsu.807@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kwesi.yiadom.1488@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
kwesi.yiadom.1488@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
kwesi.yiadom.1488@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
ebenezer.owusu.343@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
ebenezer.owusu.343@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
ebenezer.owusu.343@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
maame.gyamfi.1974@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
maame.gyamfi.1974@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
blessing.asare.1851@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
blessing.asare.1851@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
isaac.bonsu.94@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
kojo.adu.1788@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
kojo.adu.1788@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
yaa.owusu.1161@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
samuel.baah.284@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,55
ebenezer.nkansah.337@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
ebenezer.nkansah.337@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
akosua.donkor.1632@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
akosua.donkor.1632@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,18
akosua.donkor.1632@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,11
samuel.appiah.1599@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
samuel.appiah.1599@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
samuel.appiah.1599@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
isaac.osei.1506@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,46
isaac.osei.1506@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
isaac.osei.1506@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
akosua.acheampong.1206@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
akosua.acheampong.1206@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
akosua.acheampong.1206@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
afia.oppong.1052@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
ebenezer.asare.994@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
ebenezer.asare.994@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
prince.mensah.166@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kojo.acheampong.1386@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
kojo.acheampong.1386@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
kojo.acheampong.1386@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
michael.yiadom.1349@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
michael.yiadom.1349@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
michael.yiadom.1349@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
kwame.mensah.187@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
kwame.mensah.187@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
kwame.mensah.187@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
nana.amankwah.1597@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
nana.amankwah.1597@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
nana.amankwah.1597@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,33
blessing.danquah.619@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
blessing.danquah.619@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,27
blessing.danquah.619@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
patricia.acheampong.1139@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
blessing.yeboah.957@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
blessing.yeboah.957@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
kwaku.tetteh.636@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
kwaku.tetteh.636@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,88
kow.danquah.572@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kow.danquah.572@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kwesi.frimpong.420@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
kojo.nkansah.579@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kojo.nkansah.579@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
kojo.nkansah.579@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
nana.frimpong.14@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,12
patricia.amankwah.105@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
patricia.amankwah.105@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
patricia.amankwah.105@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
daniel.kwarteng.1223@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
maame.quansah.1959@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
maame.quansah.1959@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
kojo.annan.1803@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
prince.donkor.170@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
prince.donkor.170@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,22
ebenezer.baah.1063@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,78
kwesi.baah.352@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
kwesi.baah.352@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kwesi.baah.352@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
nana.boateng.658@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
nana.boateng.658@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
nana.boateng.658@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,30
prince.frimpong.1871@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,69
prince.frimpong.1871@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
kwesi.frimpong.1587@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
kwesi.frimpong.1587@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kwesi.frimpong.1587@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
emmanuel.owusu.1452@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
emmanuel.owusu.1452@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
emmanuel.owusu.1452@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
sampson.tetteh.1584@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,15
daniel.owusu.834@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,58
daniel.owusu.834@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
daniel.owusu.834@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
samuel.nkansah.563@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
afia.owusu.329@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,79
afia.owusu.329@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,14
afia.owusu.329@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
kofi.asare.1136@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
samuel.owusu.1562@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,11
adjoa.baah.389@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
adjoa.baah.389@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
rita.acheampong.86@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
rita.acheampong.86@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,56
rita.acheampong.86@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,75
kwame.yiadom.1213@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,62
kwame.yiadom.1213@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kofi.adjei.1301@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
kofi.adjei.1301@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,90
gifty.tetteh.443@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
abena.acheampong.571@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
abena.acheampong.571@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
ama.frimpong.73@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
ama.frimpong.73@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
ama.frimpong.73@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
kojo.donkor.1854@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kojo.donkor.1854@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,44
kojo.donkor.1854@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
abena.frimpong.578@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
abena.frimpong.578@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
abena.frimpong.578@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,31
kwame.acheampong.1080@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
kwaku.gyamfi.997@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
nana.gyamfi.782@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
nana.gyamfi.782@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
akosua.bonsu.1721@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
akosua.bonsu.1721@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
akosua.bonsu.1721@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
gifty.donkor.976@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
gifty.donkor.976@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
gifty.donkor.976@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,35
yaw.frimpong.778@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
yaw.frimpong.778@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
yaa.acheampong.1364@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
ama.appiah.1778@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,45
patricia.amankwah.1764@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
maame.kwarteng.775@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
ama.owusu.617@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
ama.owusu.617@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
ama.owusu.617@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kojo.frimpong.879@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,85
kojo.frimpong.879@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,81
akua.donkor.173@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
akua.donkor.173@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,11
kwaku.adjei.1717@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
kwaku.adjei.1717@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
kwaku.adjei.1717@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
isaac.turkson.1193@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
isaac.turkson.1193@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
kofi.acheampong.850@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
kofi.acheampong.850@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
kofi.acheampong.850@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
blessing.osei.758@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,40
blessing.osei.758@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
kofi.danquah.1538@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
kofi.danquah.1538@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
kofi.frimpong.124@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,54
