email,leaveType,daysAllocated,year,daysUsed
blessing.danquah.619@thenoveltyconcepts.com,Study Leave,16,2026,0
blessing.danquah.619@thenoveltyconcepts.com,Maternity Leave,60,2026,0
akua.turkson.620@thenoveltyconcepts.com,Annual Leave,28,2026,0
akua.turkson.620@thenoveltyconcepts.com,Sick Leave,21,2026,0
akua.turkson.620@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
akua.turkson.620@thenoveltyconcepts.com,Casual Leave,9,2026,0
akua.turkson.620@thenoveltyconcepts.com,Study Leave,13,2026,0
akua.turkson.620@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kwesi.yeboah.621@thenoveltyconcepts.com,Annual Leave,30,2026,0
kwesi.yeboah.621@thenoveltyconcepts.com,Sick Leave,18,2026,0
kwesi.yeboah.621@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
kwesi.yeboah.621@thenoveltyconcepts.com,Casual Leave,10,2026,0
kwesi.yeboah.621@thenoveltyconcepts.com,Study Leave,12,2026,0
kwesi.yeboah.621@thenoveltyconcepts.com,Paternity Leave,5,2026,0
kwaku.amankwah.622@thenoveltyconcepts.com,Annual Leave,17,2026,0
kwaku.amankwah.622@thenoveltyconcepts.com,Sick Leave,21,2026,0
kwaku.amankwah.622@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
kwaku.amankwah.622@thenoveltyconcepts.com,Casual Leave,10,2026,0
kwaku.amankwah.622@thenoveltyconcepts.com,Study Leave,20,2026,0
kwaku.amankwah.622@thenoveltyconcepts.com,Maternity Leave,60,2026,0
gifty.turkson.623@thenoveltyconcepts.com,Annual Leave,25,2026,10
gifty.turkson.623@thenoveltyconcepts.com,Sick Leave,21,2026,0
gifty.turkson.623@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
gifty.turkson.623@thenoveltyconcepts.com,Casual Leave,5,2026,0
gifty.turkson.623@thenoveltyconcepts.com,Study Leave,10,2026,0
gifty.turkson.623@thenoveltyconcepts.com,Paternity Leave,5,2026,0
gifty.adu.624@thenoveltyconcepts.com,Annual Leave,21,2026,10
gifty.adu.624@thenoveltyconcepts.com,Sick Leave,16,2026,0
gifty.adu.624@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
gifty.adu.624@thenoveltyconcepts.com,Casual Leave,10,2026,0
gifty.adu.624@thenoveltyconcepts.com,Study Leave,19,2026,0
gifty.adu.624@thenoveltyconcepts.com,Maternity Leave,60,2026,0
yaw.amankwah.625@thenoveltyconcepts.com,Annual Leave,21,2026,0
yaw.amankwah.625@thenoveltyconcepts.com,Sick Leave,18,2026,0
yaw.amankwah.625@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
yaw.amankwah.625@thenoveltyconcepts.com,Casual Leave,10,2026,0
yaw.amankwah.625@thenoveltyconcepts.com,Study Leave,20,2026,0
yaw.amankwah.625@thenoveltyconcepts.com,Paternity Leave,5,2026,0
patricia.acheampong.626@thenoveltyconcepts.com,Annual Leave,23,2026,0
patricia.acheampong.626@thenoveltyconcepts.com,Sick Leave,20,2026,0
patricia.acheampong.626@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
patricia.acheampong.626@thenoveltyconcepts.com,Casual Leave,10,2026,0
patricia.acheampong.626@thenoveltyconcepts.com,Study Leave,15,2026,0
patricia.acheampong.626@thenoveltyconcepts.com,Paternity Leave,5,2026,0
ebenezer.turkson.627@thenoveltyconcepts.com,Annual Leave,17,2026,0
ebenezer.turkson.627@thenoveltyconcepts.com,Sick Leave,15,2026,0
ebenezer.turkson.627@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
ebenezer.turkson.627@thenoveltyconcepts.com,Casual Leave,5,2026,0
ebenezer.turkson.627@thenoveltyconcepts.com,Study Leave,20,2026,0
ebenezer.turkson.627@thenoveltyconcepts.com,Paternity Leave,5,2026,0
akosua.frimpong.628@thenoveltyconcepts.com,Annual Leave,26,2026,0
akosua.frimpong.628@thenoveltyconcepts.com,Sick Leave,20,2026,0
akosua.frimpong.628@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
akosua.frimpong.628@thenoveltyconcepts.com,Casual Leave,10,2026,0
akosua.frimpong.628@thenoveltyconcepts.com,Study Leave,10,2026,0
akosua.frimpong.628@thenoveltyconcepts.com,Maternity Leave,60,2026,0
daniel.asare.629@thenoveltyconcepts.com,Annual Leave,15,2026,0
daniel.asare.629@thenoveltyconcepts.com,Sick Leave,20,2026,0
daniel.asare.629@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
daniel.asare.629@thenoveltyconcepts.com,Casual Leave,6,2026,0
daniel.asare.629@thenoveltyconcepts.com,Study Leave,11,2026,0
daniel.asare.629@thenoveltyconcepts.com,Maternity Leave,60,2026,0
michael.tetteh.630@thenoveltyconcepts.com,Annual Leave,29,2026,0
michael.tetteh.630@thenoveltyconcepts.com,Sick Leave,14,2026,0
michael.tetteh.630@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
michael.tetteh.630@thenoveltyconcepts.com,Casual Leave,9,2026,0
michael.tetteh.630@thenoveltyconcepts.com,Study Leave,11,2026,0
michael.tetteh.630@thenoveltyconcepts.com,Paternity Leave,5,2026,0
akosua.frimpong.631@thenoveltyconcepts.com,Annual Leave,20,2026,0
akosua.frimpong.631@thenoveltyconcepts.com,Sick Leave,15,2026,0
akosua.frimpong.631@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
akosua.frimpong.631@thenoveltyconcepts.com,Casual Leave,8,2026,0
akosua.frimpong.631@thenoveltyconcepts.com,Study Leave,19,2026,0
akosua.frimpong.631@thenoveltyconcepts.com,Maternity Leave,60,2026,0
prince.oppong.632@thenoveltyconcepts.com,Annual Leave,20,2026,8
prince.oppong.632@thenoveltyconcepts.com,Sick Leave,19,2026,0
prince.oppong.632@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
prince.oppong.632@thenoveltyconcepts.com,Casual Leave,8,2026,0
prince.oppong.632@thenoveltyconcepts.com,Study Leave,19,2026,3
prince.oppong.632@thenoveltyconcepts.com,Maternity Leave,60,2026,0
afia.danquah.633@thenoveltyconcepts.com,Annual Leave,22,2026,0
afia.danquah.633@thenoveltyconcepts.com,Sick Leave,14,2026,0
afia.danquah.633@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
afia.danquah.633@thenoveltyconcepts.com,Casual Leave,7,2026,0
afia.danquah.633@thenoveltyconcepts.com,Study Leave,13,2026,0
afia.danquah.633@thenoveltyconcepts.com,Maternity Leave,60,2026,0
abigail.tetteh.634@thenoveltyconcepts.com,Annual Leave,25,2026,0
abigail.tetteh.634@thenoveltyconcepts.com,Sick Leave,20,2026,0
abigail.tetteh.634@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
abigail.tetteh.634@thenoveltyconcepts.com,Casual Leave,7,2026,0
abigail.tetteh.634@thenoveltyconcepts.com,Study Leave,10,2026,0
abigail.tetteh.634@thenoveltyconcepts.com,Paternity Leave,5,2026,0
patricia.frimpong.635@thenoveltyconcepts.com,Annual Leave,17,2026,0
patricia.frimpong.635@thenoveltyconcepts.com,Sick Leave,17,2026,0
patricia.frimpong.635@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
patricia.frimpong.635@thenoveltyconcepts.com,Casual Leave,7,2026,0
patricia.frimpong.635@thenoveltyconcepts.com,Study Leave,12,2026,0
patricia.frimpong.635@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kwaku.tetteh.636@thenoveltyconcepts.com,Annual Leave,19,2026,0
kwaku.tetteh.636@thenoveltyconcepts.com,Sick Leave,20,2026,0
kwaku.tetteh.636@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
kwaku.tetteh.636@thenoveltyconcepts.com,Casual Leave,9,2026,0
kwaku.tetteh.636@thenoveltyconcepts.com,Study Leave,12,2026,0
kwaku.tetteh.636@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kow.amankwah.637@thenoveltyconcepts.com,Annual Leave,23,2026,0
kow.amankwah.637@thenoveltyconcepts.com,Sick Leave,14,2026,0
kow.amankwah.637@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
kow.amankwah.637@thenoveltyconcepts.com,Casual Leave,7,2026,0
kow.amankwah.637@thenoveltyconcepts.com,Study Leave,16,2026,0
kow.amankwah.637@thenoveltyconcepts.com,Paternity Leave,5,2026,0
ebenezer.adjei.638@thenoveltyconcepts.com,Annual Leave,20,2026,5
ebenezer.adjei.638@thenoveltyconcepts.com,Sick Leave,15,2026,0
ebenezer.adjei.638@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
ebenezer.adjei.638@thenoveltyconcepts.com,Casual Leave,8,2026,0
ebenezer.adjei.638@thenoveltyconcepts.com,Study Leave,16,2026,0
ebenezer.adjei.638@thenoveltyconcepts.com,Paternity Leave,5,2026,0
afia.danquah.639@thenoveltyconcepts.com,Annual Leave,28,2026,0
afia.danquah.639@thenoveltyconcepts.com,Sick Leave,18,2026,0
afia.danquah.639@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
afia.danquah.639@thenoveltyconcepts.com,Casual Leave,10,2026,0
afia.danquah.639@thenoveltyconcepts.com,Study Leave,11,2026,0
afia.danquah.639@thenoveltyconcepts.com,Maternity Leave,60,2026,0
adjoa.osei.640@thenoveltyconcepts.com,Annual Leave,25,2026,3
adjoa.osei.640@thenoveltyconcepts.com,Sick Leave,14,2026,0
adjoa.osei.640@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
adjoa.osei.640@thenoveltyconcepts.com,Casual Leave,8,2026,0
adjoa.osei.640@thenoveltyconcepts.com,Study Leave,15,2026,0
adjoa.osei.640@thenoveltyconcepts.com,Paternity Leave,5,2026,0
emmanuel.adjei.641@thenoveltyconcepts.com,Annual Leave,16,2026,0
emmanuel.adjei.641@thenoveltyconcepts.com,Sick Leave,20,2026,0
emmanuel.adjei.641@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
emmanuel.adjei.641@thenoveltyconcepts.com,Casual Leave,7,2026,0
emmanuel.adjei.641@thenoveltyconcepts.com,Study Leave,18,2026,0
emmanuel.adjei.641@thenoveltyconcepts.com,Paternity Leave,5,2026,0
kwaku.oppong.642@thenoveltyconcepts.com,Annual Leave,27,2026,0
kwaku.oppong.642@thenoveltyconcepts.com,Sick Leave,15,2026,0
kwaku.oppong.642@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
kwaku.oppong.642@thenoveltyconcepts.com,Casual Leave,6,2026,0
kwaku.oppong.642@thenoveltyconcepts.com,Study Leave,10,2026,0
kwaku.oppong.642@thenoveltyconcepts.com,Maternity Leave,60,2026,0
michael.mensah.643@thenoveltyconcepts.com,Annual Leave,26,2026,9
michael.mensah.643@thenoveltyconcepts.com,Sick Leave,18,2026,0
michael.mensah.643@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
michael.mensah.643@thenoveltyconcepts.com,Casual Leave,10,2026,0
michael.mensah.643@thenoveltyconcepts.com,Study Leave,16,2026,0
michael.mensah.643@thenoveltyconcepts.com,Paternity Leave,5,2026,0
abigail.gyamfi.644@thenoveltyconcepts.com,Annual Leave,26,2026,0
abigail.gyamfi.644@thenoveltyconcepts.com,Sick Leave,20,2026,0
abigail.gyamfi.644@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
abigail.gyamfi.644@thenoveltyconcepts.com,Casual Leave,7,2026,0
abigail.gyamfi.644@thenoveltyconcepts.com,Study Leave,15,2026,0
abigail.gyamfi.644@thenoveltyconcepts.com,Paternity Leave,5,2026,0
kwaku.amankwah.645@thenoveltyconcepts.com,Annual Leave,28,2026,8
kwaku.amankwah.645@thenoveltyconcepts.com,Sick Leave,18,2026,0
kwaku.amankwah.645@thenoveltyconcepts.com,Compassionate Leave,5,2026,2
kwaku.amankwah.645@thenoveltyconcepts.com,Casual Leave,5,2026,0
kwaku.amankwah.645@thenoveltyconcepts.com,Study Leave,16,2026,0
kwaku.amankwah.645@thenoveltyconcepts.com,Paternity Leave,5,2026,0
blessing.asare.646@thenoveltyconcepts.com,Annual Leave,20,2026,0
blessing.asare.646@thenoveltyconcepts.com,Sick Leave,20,2026,0
blessing.asare.646@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
blessing.asare.646@thenoveltyconcepts.com,Casual Leave,8,2026,0
blessing.asare.646@thenoveltyconcepts.com,Study Leave,19,2026,0
blessing.asare.646@thenoveltyconcepts.com,Maternity Leave,60,2026,0
akosua.bonsu.647@thenoveltyconcepts.com,Annual Leave,16,2026,2
akosua.bonsu.647@thenoveltyconcepts.com,Sick Leave,19,2026,0
akosua.bonsu.647@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
akosua.bonsu.647@thenoveltyconcepts.com,Casual Leave,5,2026,0
akosua.bonsu.647@thenoveltyconcepts.com,Study Leave,11,2026,0
akosua.bonsu.647@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kojo.sarpong.648@thenoveltyconcepts.com,Annual Leave,23,2026,0
kojo.sarpong.648@thenoveltyconcepts.com,Sick Leave,19,2026,0
kojo.sarpong.648@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
kojo.sarpong.648@thenoveltyconcepts.com,Casual Leave,6,2026,0
kojo.sarpong.648@thenoveltyconcepts.com,Study Leave,15,2026,0
kojo.sarpong.648@thenoveltyconcepts.com,Paternity Leave,5,2026,0
akosua.frimpong.649@thenoveltyconcepts.com,Annual Leave,18,2026,2
akosua.frimpong.649@thenoveltyconcepts.com,Sick Leave,20,2026,0
akosua.frimpong.649@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
akosua.frimpong.649@thenoveltyconcepts.com,Casual Leave,5,2026,0
akosua.frimpong.649@thenoveltyconcepts.com,Study Leave,20,2026,0
akosua.frimpong.649@thenoveltyconcepts.com,Paternity Leave,5,2026,0
michael.danquah.650@thenoveltyconcepts.com,Annual Leave,30,2026,6
michael.danquah.650@thenoveltyconcepts.com,Sick Leave,17,2026,2
michael.danquah.650@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
michael.danquah.650@thenoveltyconcepts.com,Casual Leave,5,2026,0
michael.danquah.650@thenoveltyconcepts.com,Study Leave,14,2026,0
michael.danquah.650@thenoveltyconcepts.com,Paternity Leave,5,2026,0
yaa.annan.651@thenoveltyconcepts.com,Annual Leave,16,2026,5
yaa.annan.651@thenoveltyconcepts.com,Sick Leave,16,2026,1
yaa.annan.651@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
yaa.annan.651@thenoveltyconcepts.com,Casual Leave,9,2026,3
yaa.annan.651@thenoveltyconcepts.com,Study Leave,18,2026,0
yaa.annan.651@thenoveltyconcepts.com,Paternity Leave,5,2026,0
yaw.yeboah.652@thenoveltyconcepts.com,Annual Leave,25,2026,0
yaw.yeboah.652@thenoveltyconcepts.com,Sick Leave,20,2026,0
yaw.yeboah.652@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
yaw.yeboah.652@thenoveltyconcepts.com,Casual Leave,8,2026,0
yaw.yeboah.652@thenoveltyconcepts.com,Study Leave,11,2026,0
yaw.yeboah.652@thenoveltyconcepts.com,Maternity Leave,60,2026,0
michael.sarpong.653@thenoveltyconcepts.com,Annual Leave,19,2026,0
michael.sarpong.653@thenoveltyconcepts.com,Sick Leave,15,2026,0
michael.sarpong.653@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
michael.sarpong.653@thenoveltyconcepts.com,Casual Leave,9,2026,0
michael.sarpong.653@thenoveltyconcepts.com,Study Leave,12,2026,0
michael.sarpong.653@thenoveltyconcepts.com,Paternity Leave,5,2026,0
yaa.gyamfi.654@thenoveltyconcepts.com,Annual Leave,21,2026,4
yaa.gyamfi.654@thenoveltyconcepts.com,Sick Leave,19,2026,0
yaa.gyamfi.654@thenoveltyconcepts.com,Compassionate Leave,9,2026,2
yaa.gyamfi.654@thenoveltyconcepts.com,Casual Leave,8,2026,0
yaa.gyamfi.654@thenoveltyconcepts.com,Study Leave,14,2026,0
yaa.gyamfi.654@thenoveltyconcepts.com,Maternity Leave,60,2026,0
sampson.mensah.655@thenoveltyconcepts.com,Annual Leave,29,2026,0
sampson.mensah.655@thenoveltyconcepts.com,Sick Leave,20,2026,0
sampson.mensah.655@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
sampson.mensah.655@thenoveltyconcepts.com,Casual Leave,9,2026,0
sampson.mensah.655@thenoveltyconcepts.com,Study Leave,11,2026,0
sampson.mensah.655@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kow.quansah.656@thenoveltyconcepts.com,Annual Leave,29,2026,0
kow.quansah.656@thenoveltyconcepts.com,Sick Leave,17,2026,0
kow.quansah.656@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
kow.quansah.656@thenoveltyconcepts.com,Casual Leave,6,2026,0
kow.quansah.656@thenoveltyconcepts.com,Study Leave,10,2026,0
kow.quansah.656@thenoveltyconcepts.com,Paternity Leave,5,2026,0
abigail.bonsu.657@thenoveltyconcepts.com,Annual Leave,29,2026,10
abigail.bonsu.657@thenoveltyconcepts.com,Sick Leave,16,2026,0
abigail.bonsu.657@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
abigail.bonsu.657@thenoveltyconcepts.com,Casual Leave,10,2026,0
abigail.bonsu.657@thenoveltyconcepts.com,Study Leave,13,2026,0
abigail.bonsu.657@thenoveltyconcepts.com,Paternity Leave,5,2026,0
nana.boateng.658@thenoveltyconcepts.com,Annual Leave,18,2026,0
nana.boateng.658@thenoveltyconcepts.com,Sick Leave,17,2026,0
nana.boateng.658@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
nana.boateng.658@thenoveltyconcepts.com,Casual Leave,10,2026,0
nana.boateng.658@thenoveltyconcepts.com,Study Leave,13,2026,0
nana.boateng.658@thenoveltyconcepts.com,Paternity Leave,5,2026,0
patricia.appiah.659@thenoveltyconcepts.com,Annual Leave,16,2026,0
patricia.appiah.659@thenoveltyconcepts.com,Sick Leave,19,2026,0
patricia.appiah.659@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
patricia.appiah.659@thenoveltyconcepts.com,Casual Leave,5,2026,0
patricia.appiah.659@thenoveltyconcepts.com,Study Leave,12,2026,0
patricia.appiah.659@thenoveltyconcepts.com,Maternity Leave,60,2026,0
yaw.baah.660@thenoveltyconcepts.com,Annual Leave,30,2026,3
yaw.baah.660@thenoveltyconcepts.com,Sick Leave,21,2026,3
yaw.baah.660@thenoveltyconcepts.com,Compassionate Leave,6,2026,3
yaw.baah.660@thenoveltyconcepts.com,Casual Leave,5,2026,0
yaw.baah.660@thenoveltyconcepts.com,Study Leave,19,2026,0
yaw.baah.660@thenoveltyconcepts.com,Maternity Leave,60,2026,0
yaa.yiadom.661@thenoveltyconcepts.com,Annual Leave,15,2026,0
yaa.yiadom.661@thenoveltyconcepts.com,Sick Leave,16,2026,0
yaa.yiadom.661@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
yaa.yiadom.661@thenoveltyconcepts.com,Casual Leave,5,2026,0
yaa.yiadom.661@thenoveltyconcepts.com,Study Leave,12,2026,0
yaa.yiadom.661@thenoveltyconcepts.com,Maternity Leave,60,2026,0
yaa.quansah.662@thenoveltyconcepts.com,Annual Leave,25,2026,0
yaa.quansah.662@thenoveltyconcepts.com,Sick Leave,16,2026,0
yaa.quansah.662@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
yaa.quansah.662@thenoveltyconcepts.com,Casual Leave,8,2026,0
yaa.quansah.662@thenoveltyconcepts.com,Study Leave,20,2026,0
yaa.quansah.662@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kwaku.baah.663@thenoveltyconcepts.com,Annual Leave,23,2026,6
kwaku.baah.663@thenoveltyconcepts.com,Sick Leave,15,2026,0
kwaku.baah.663@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
kwaku.baah.663@thenoveltyconcepts.com,Casual Leave,10,2026,0
kwaku.baah.663@thenoveltyconcepts.com,Study Leave,18,2026,3
kwaku.baah.663@thenoveltyconcepts.com,Maternity Leave,60,2026,0
nana.frimpong.664@thenoveltyconcepts.com,Annual Leave,28,2026,0
nana.frimpong.664@thenoveltyconcepts.com,Sick Leave,16,2026,0
nana.frimpong.664@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
nana.frimpong.664@thenoveltyconcepts.com,Casual Leave,8,2026,0
nana.frimpong.664@thenoveltyconcepts.com,Study Leave,12,2026,0
nana.frimpong.664@thenoveltyconcepts.com,Maternity Leave,60,2026,0
maame.frimpong.665@thenoveltyconcepts.com,Annual Leave,27,2026,0
maame.frimpong.665@thenoveltyconcepts.com,Sick Leave,15,2026,0
maame.frimpong.665@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
maame.frimpong.665@thenoveltyconcepts.com,Casual Leave,9,2026,0
maame.frimpong.665@thenoveltyconcepts.com,Study Leave,19,2026,0
maame.frimpong.665@thenoveltyconcepts.com,Maternity Leave,60,2026,0
daniel.gyamfi.666@thenoveltyconcepts.com,Annual Leave,21,2026,0
daniel.gyamfi.666@thenoveltyconcepts.com,Sick Leave,18,2026,0
daniel.gyamfi.666@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
daniel.gyamfi.666@thenoveltyconcepts.com,Casual Leave,6,2026,0
daniel.gyamfi.666@thenoveltyconcepts.com,Study Leave,11,2026,0
daniel.gyamfi.666@thenoveltyconcepts.com,Maternity Leave,60,2026,0
kwaku.adjei.667@thenoveltyconcepts.com,Annual Leave,20,2026,4
kwaku.adjei.667@thenoveltyconcepts.com,Sick Leave,15,2026,0
kwaku.adjei.667@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
kwaku.adjei.667@thenoveltyconcepts.com,Casual Leave,5,2026,0
kwaku.adjei.667@thenoveltyconcepts.com,Study Leave,20,2026,0
kwaku.adjei.667@thenoveltyconcepts.com,Maternity Leave,60,2026,0
ebenezer.oppong.668@thenoveltyconcepts.com,Annual Leave,25,2026,0
ebenezer.oppong.668@thenoveltyconcepts.com,Sick Leave,14,2026,0
ebenezer.oppong.668@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
ebenezer.oppong.668@thenoveltyconcepts.com,Casual Leave,9,2026,0
ebenezer.oppong.668@thenoveltyconcepts.com,Study Leave,15,2026,0
ebenezer.oppong.668@thenoveltyconcepts.com,Maternity Leave,60,2026,0
gifty.sarpong.669@thenoveltyconcepts.com,Annual Leave,30,2026,0
gifty.sarpong.669@thenoveltyconcepts.com,Sick Leave,20,2026,0
gifty.sarpong.669@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
gifty.sarpong.669@thenoveltyconcepts.com,Casual Leave,6,2026,0
gifty.sarpong.669@thenoveltyconcepts.com,Study Leave,10,2026,0
gifty.sarpong.669@thenoveltyconcepts.com,Paternity Leave,5,2026,0
emmanuel.gyamfi.670@thenoveltyconcepts.com,Annual Leave,19,2026,0
emmanuel.gyamfi.670@thenoveltyconcepts.com,Sick Leave,21,2026,0
emmanuel.gyamfi.670@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
emmanuel.gyamfi.670@thenoveltyconcepts.com,Casual Leave,6,2026,0
emmanuel.gyamfi.670@thenoveltyconcepts.com,Study Leave,19,2026,0
emmanuel.gyamfi.670@thenoveltyconcepts.com,Maternity Leave,60,2026,0
adjoa.adu.671@thenoveltyconcepts.com,Annual Leave,27,2026,3
adjoa.adu.671@thenoveltyconcepts.com,Sick Leave,17,2026,0
adjoa.adu.671@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
adjoa.adu.671@thenoveltyconcepts.com,Casual Leave,10,2026,0
adjoa.adu.671@thenoveltyconcepts.com,Study Leave,19,2026,0
adjoa.adu.671@thenoveltyconcepts.com,Maternity Leave,60,2026,0
maame.donkor.672@thenoveltyconcepts.com,Annual Leave,15,2026,0
maame.donkor.672@thenoveltyconcepts.com,Sick Leave,20,2026,0
maame.donkor.672@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
maame.donkor.672@thenoveltyconcepts.com,Casual Leave,7,2026,0
maame.donkor.672@thenoveltyconcepts.com,Study Leave,17,2026,0
maame.donkor.672@thenoveltyconcepts.com,Maternity Leave,60,2026,0
prince.quansah.673@thenoveltyconcepts.com,Annual Leave,19,2026,0
prince.quansah.673@thenoveltyconcepts.com,Sick Leave,14,2026,0
prince.quansah.673@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
prince.quansah.673@thenoveltyconcepts.com,Casual Leave,10,2026,0
prince.quansah.673@thenoveltyconcepts.com,Study Leave,19,2026,0
prince.quansah.673@thenoveltyconcepts.com,Paternity Leave,5,2026,0
ebenezer.osei.674@thenoveltyconcepts.com,Annual Leave,22,2026,0
ebenezer.osei.674@thenoveltyconcepts.com,Sick Leave,16,2026,0
ebenezer.osei.674@thenoveltyconcepts.com,Compassionate Leave,8,2026,0
ebenezer.osei.674@thenoveltyconcepts.com,Casual Leave,9,2026,0
ebenezer.osei.674@thenoveltyconcepts.com,Study Leave,14,2026,0
ebenezer.osei.674@thenoveltyconcepts.com,Maternity Leave,60,2026,0
maame.yiadom.675@thenoveltyconcepts.com,Annual Leave,26,2026,5
maame.yiadom.675@thenoveltyconcepts.com,Sick Leave,17,2026,3
maame.yiadom.675@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
maame.yiadom.675@thenoveltyconcepts.com,Casual Leave,9,2026,0
maame.yiadom.675@thenoveltyconcepts.com,Study Leave,10,2026,0
maame.yiadom.675@thenoveltyconcepts.com,Paternity Leave,5,2026,0
ama.mensah.676@thenoveltyconcepts.com,Annual Leave,22,2026,0
ama.mensah.676@thenoveltyconcepts.com,Sick Leave,14,2026,0
ama.mensah.676@thenoveltyconcepts.com,Compassionate Leave,10,2026,0
ama.mensah.676@thenoveltyconcepts.com,Casual Leave,6,2026,0
ama.mensah.676@thenoveltyconcepts.com,Study Leave,15,2026,0
ama.mensah.676@thenoveltyconcepts.com,Paternity Leave,5,2026,0
emmanuel.oppong.677@thenoveltyconcepts.com,Annual Leave,22,2026,7
emmanuel.oppong.677@thenoveltyconcepts.com,Sick Leave,20,2026,0
emmanuel.oppong.677@thenoveltyconcepts.com,Compassionate Leave,9,2026,0
emmanuel.oppong.677@thenoveltyconcepts.com,Casual Leave,8,2026,0
emmanuel.oppong.677@thenoveltyconcepts.com,Study Leave,18,2026,0
emmanuel.oppong.677@thenoveltyconcepts.com,Maternity Leave,60,2026,0
emmanuel.asare.678@thenoveltyconcepts.com,Annual Leave,30,2026,9
emmanuel.asare.678@thenoveltyconcepts.com,Sick Leave,19,2026,0
emmanuel.asare.678@thenoveltyconcepts.com,Compassionate Leave,7,2026,0
emmanuel.asare.678@thenoveltyconcepts.com,Casual Leave,10,2026,0
emmanuel.asare.678@thenoveltyconcepts.com,Study Leave,20,2026,0
emmanuel.asare.678@thenoveltyconcepts.com,Paternity Leave,5,2026,0
daniel.quansah.679@thenoveltyconcepts.com,Annual Leave,16,2026,0
daniel.quansah.679@thenoveltyconcepts.com,Sick Leave,15,2026,0
daniel.quansah.679@thenoveltyconcepts.com,Compassionate Leave,6,2026,0
daniel.quansah.679@thenoveltyconcepts.com,Casual Leave,9,2026,0
daniel.quansah.679@thenoveltyconcepts.com,Study Leave,20,2026,0
daniel.quansah.679@thenoveltyconcepts.com,Paternity Leave,5,2026,0
kwesi.turkson.680@thenoveltyconcepts.com,Annual Leave,20,2026,5
kwesi.turkson.680@thenoveltyconcepts.com,Sick Leave,18,2026,3
kwesi.turkson.680@thenoveltyconcepts.com,Compassionate Leave,5,2026,0
kwesi.turkson.680@thenoveltyconcepts.com,Casual Leave,5,2026,0
kwesi.turkson.680@thenoveltyconcepts.com,Study Leave,15,2026,1
kwesi.turkson.680@thenoveltyconcepts.com,Paternity Leave,5,2026,5
daniel.kwarteng.681@thenoveltyconcepts.com,Annual Leave,25,2026,0
