email,name,issuer,issueDate,url
yaa.bonsu.127@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2023-04-18,https://certs.provider.com/verify/86716
yaa.bonsu.127@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2024-06-28,https://certs.provider.com/verify/63452
kofi.yeboah.409@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2023-07-22,https://certs.provider.com/verify/11199
kofi.yeboah.409@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2024-08-18,https://certs.provider.com/verify/46854
kojo.adu.1788@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2023-08-24,https://certs.provider.com/verify/67799
kojo.adu.1788@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-10-26,https://certs.provider.com/verify/10536
isaac.asare.1541@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-03-07,https://certs.provider.com/verify/67241
kofi.turkson.1793@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-07-31,https://certs.provider.com/verify/97831
kofi.turkson.1793@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-09-28,https://certs.provider.com/verify/96160
sampson.yeboah.683@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2025-01-07,https://certs.provider.com/verify/68117
patricia.asare.1708@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2024-01-05,https://certs.provider.com/verify/44445
yaa.osei.1427@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2024-05-18,https://certs.provider.com/verify/28522
kwaku.appiah.1692@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2024-04-15,https://certs.provider.com/verify/86802
kwaku.appiah.1692@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-09-24,https://certs.provider.com/verify/54142
isaac.acheampong.496@thenoveltyconcepts.com,PHR,HRCI,2024-10-06,https://certs.provider.com/verify/81921
samuel.kwarteng.1037@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-02-07,https://certs.provider.com/verify/33272
yaw.amankwah.356@thenoveltyconcepts.com,AWS Certified Developer,AWS,2025-09-30,https://certs.provider.com/verify/96758
yaa.baah.154@thenoveltyconcepts.com,Google Analytics,Professional Institute,2023-10-08,https://certs.provider.com/verify/75690
yaa.baah.154@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-11-26,https://certs.provider.com/verify/12937
rita.kwarteng.1823@thenoveltyconcepts.com,AWS Certified Developer,AWS,2024-08-05,https://certs.provider.com/verify/23104
kofi.sarpong.1221@thenoveltyconcepts.com,CPA,Professional Institute,2024-11-08,https://certs.provider.com/verify/44567
kofi.acheampong.850@thenoveltyconcepts.com,CPA,Professional Institute,2025-09-04,https://certs.provider.com/verify/71668
kwesi.asare.1174@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-06-27,https://certs.provider.com/verify/37697
kwesi.asare.1174@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-02-23,https://certs.provider.com/verify/87802
ebenezer.baah.1767@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-01-07,https://certs.provider.com/verify/78098
ebenezer.baah.1767@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2024-05-25,https://certs.provider.com/verify/51860
kow.baah.1608@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-01-06,https://certs.provider.com/verify/32067
kow.boateng.1032@thenoveltyconcepts.com,ACCA,Professional Institute,2025-05-30,https://certs.provider.com/verify/64811
akosua.adu.552@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-12-05,https://certs.provider.com/verify/19366
akosua.adu.552@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2024-06-28,https://certs.provider.com/verify/51330
yaw.turkson.282@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2023-07-02,https://certs.provider.com/verify/63218
yaw.turkson.282@thenoveltyconcepts.com,PHR,HRCI,2024-11-23,https://certs.provider.com/verify/65187
afia.annan.965@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2025-06-19,https://certs.provider.com/verify/15402
afia.annan.965@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2023-09-19,https://certs.provider.com/verify/46382
yaw.baah.660@thenoveltyconcepts.com,Google Analytics,Professional Institute,2024-06-01,https://certs.provider.com/verify/17295
kwesi.danquah.243@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-12-28,https://certs.provider.com/verify/70395
blessing.nkansah.1877@thenoveltyconcepts.com,PHR,HRCI,2025-01-30,https://certs.provider.com/verify/44020
sampson.adu.1011@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-01-26,https://certs.provider.com/verify/47935
sampson.adu.1011@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2025-03-04,https://certs.provider.com/verify/20701
akosua.adu.1563@thenoveltyconcepts.com,Excel Expert,Professional Institute,2025-05-19,https://certs.provider.com/verify/61526
gifty.annan.1579@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-01-16,https://certs.provider.com/verify/50209
isaac.kwarteng.1686@thenoveltyconcepts.com,CPA,Professional Institute,2023-08-06,https://certs.provider.com/verify/38749
isaac.kwarteng.1686@thenoveltyconcepts.com,Excel Expert,Professional Institute,2024-04-22,https://certs.provider.com/verify/75554
michael.danquah.1048@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-09-06,https://certs.provider.com/verify/50986
michael.danquah.1048@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-02-16,https://certs.provider.com/verify/12259
prince.bonsu.150@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-10-10,https://certs.provider.com/verify/47089
prince.bonsu.150@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-05-30,https://certs.provider.com/verify/85665
kojo.donkor.1854@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2024-05-17,https://certs.provider.com/verify/40543
rita.osei.712@thenoveltyconcepts.com,SHRM-CP,SHRM,2025-03-04,https://certs.provider.com/verify/56876
kwesi.amankwah.252@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-09-27,https://certs.provider.com/verify/37455
kwesi.amankwah.252@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-09-26,https://certs.provider.com/verify/61280
kojo.sarpong.1521@thenoveltyconcepts.com,PHR,HRCI,2023-12-16,https://certs.provider.com/verify/21009
kojo.sarpong.1521@thenoveltyconcepts.com,SHRM-CP,SHRM,2025-08-28,https://certs.provider.com/verify/76729
ebenezer.tetteh.1321@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-07-07,https://certs.provider.com/verify/94645
ebenezer.tetteh.1321@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2024-05-25,https://certs.provider.com/verify/99006
michael.quansah.411@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-11-03,https://certs.provider.com/verify/54885
michael.quansah.411@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-05-19,https://certs.provider.com/verify/50870
maame.gyamfi.1222@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2024-11-07,https://certs.provider.com/verify/69392
patricia.donkor.104@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-11-27,https://certs.provider.com/verify/49784
patricia.donkor.104@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2024-10-01,https://certs.provider.com/verify/74707
prince.mensah.1628@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2025-07-01,https://certs.provider.com/verify/61159
prince.mensah.1628@thenoveltyconcepts.com,Google Analytics,Professional Institute,2024-02-17,https://certs.provider.com/verify/35945
adjoa.frimpong.1259@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-10-12,https://certs.provider.com/verify/73134
adjoa.frimpong.1259@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-01-22,https://certs.provider.com/verify/79674
akosua.owusu.1801@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-09-20,https://certs.provider.com/verify/34640
yaw.quansah.135@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-10-28,https://certs.provider.com/verify/85565
yaw.quansah.135@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2025-03-27,https://certs.provider.com/verify/41201
adjoa.osei.1485@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2025-10-31,https://certs.provider.com/verify/76631
emmanuel.appiah.87@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2023-12-05,https://certs.provider.com/verify/30690
sampson.annan.250@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-11-24,https://certs.provider.com/verify/60883
adjoa.kwarteng.556@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2024-11-16,https://certs.provider.com/verify/34236
michael.boateng.705@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-08-17,https://certs.provider.com/verify/51208
yaa.amankwah.1594@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2025-08-21,https://certs.provider.com/verify/75524
kwesi.yeboah.621@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2023-09-20,https://certs.provider.com/verify/87463
rita.baah.1075@thenoveltyconcepts.com,CPA,Professional Institute,2024-04-05,https://certs.provider.com/verify/25250
kojo.owusu.1566@thenoveltyconcepts.com,Google Cloud Architect,Google,2023-11-14,https://certs.provider.com/verify/12328
kojo.owusu.1566@thenoveltyconcepts.com,AWS Certified Developer,AWS,2023-07-18,https://certs.provider.com/verify/93027
samuel.tetteh.161@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-05-01,https://certs.provider.com/verify/57454
akosua.adu.1175@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2025-07-19,https://certs.provider.com/verify/94040
akosua.adu.1175@thenoveltyconcepts.com,PHR,HRCI,2024-02-21,https://certs.provider.com/verify/63526
yaa.osei.538@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-06-28,https://certs.provider.com/verify/17864
maame.asare.43@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2025-01-01,https://certs.provider.com/verify/14470
maame.asare.43@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-07-05,https://certs.provider.com/verify/47294
kow.amankwah.1376@thenoveltyconcepts.com,CPA,Professional Institute,2025-08-23,https://certs.provider.com/verify/52862
kow.amankwah.1376@thenoveltyconcepts.com,ACCA,Professional Institute,2025-08-25,https://certs.provider.com/verify/68662
blessing.adu.1585@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-05-09,https://certs.provider.com/verify/49960
blessing.adu.1585@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-10-10,https://certs.provider.com/verify/24635
akosua.kwarteng.201@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-01-29,https://certs.provider.com/verify/47813
ama.acheampong.1724@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-05-22,https://certs.provider.com/verify/95419
abigail.baah.777@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2025-01-27,https://certs.provider.com/verify/65759
kwaku.osei.1440@thenoveltyconcepts.com,AWS Certified Developer,AWS,2023-04-09,https://certs.provider.com/verify/36604
maame.mensah.175@thenoveltyconcepts.com,React Nanodegree,Udacity,2023-04-25,https://certs.provider.com/verify/57732
maame.mensah.175@thenoveltyconcepts.com,Google Cloud Architect,Google,2023-08-08,https://certs.provider.com/verify/17870
prince.kwarteng.1300@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2023-07-18,https://certs.provider.com/verify/64009
prince.kwarteng.1300@thenoveltyconcepts.com,React Nanodegree,Udacity,2023-07-07,https://certs.provider.com/verify/87453
adjoa.nkansah.1903@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2025-04-07,https://certs.provider.com/verify/66731
adjoa.nkansah.1903@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2024-02-22,https://certs.provider.com/verify/63625
isaac.frimpong.1380@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2023-06-24,https://certs.provider.com/verify/78096
prince.adu.480@thenoveltyconcepts.com,Google Analytics,Professional Institute,2024-09-24,https://certs.provider.com/verify/21761
prince.adu.480@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-03-15,https://certs.provider.com/verify/59291
ama.owusu.617@thenoveltyconcepts.com,Google Cloud Architect,Google,2023-09-08,https://certs.provider.com/verify/42552
ama.owusu.617@thenoveltyconcepts.com,AWS Certified Developer,AWS,2023-04-14,https://certs.provider.com/verify/20926
adjoa.donkor.694@thenoveltyconcepts.com,Excel Expert,Professional Institute,2025-04-18,https://certs.provider.com/verify/27293
adjoa.donkor.694@thenoveltyconcepts.com,ACCA,Professional Institute,2025-03-23,https://certs.provider.com/verify/88942
kwame.asare.684@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-05-06,https://certs.provider.com/verify/66612
kwame.asare.684@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2023-09-05,https://certs.provider.com/verify/57430
patricia.kwarteng.454@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-12-07,https://certs.provider.com/verify/13966
patricia.kwarteng.454@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2024-07-21,https://certs.provider.com/verify/15523
sampson.tetteh.1584@thenoveltyconcepts.com,Google Analytics,Professional Institute,2023-11-27,https://certs.provider.com/verify/36826
sampson.tetteh.1584@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-06-12,https://certs.provider.com/verify/86718
blessing.annan.576@thenoveltyconcepts.com,SHRM-CP,SHRM,2023-05-11,https://certs.provider.com/verify/46492
abigail.owusu.339@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-04-23,https://certs.provider.com/verify/37408
abigail.owusu.339@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-06-13,https://certs.provider.com/verify/98066
gifty.annan.1679@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2023-10-16,https://certs.provider.com/verify/70982
abigail.donkor.1753@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2024-10-18,https://certs.provider.com/verify/20742
abigail.donkor.1753@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2025-05-05,https://certs.provider.com/verify/57182
ebenezer.sarpong.780@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2025-09-17,https://certs.provider.com/verify/80433
sampson.quansah.1769@thenoveltyconcepts.com,AWS Certified Developer,AWS,2024-07-21,https://certs.provider.com/verify/42380
sampson.quansah.1769@thenoveltyconcepts.com,Google Cloud Architect,Google,2023-09-19,https://certs.provider.com/verify/89026
patricia.turkson.1170@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2025-04-17,https://certs.provider.com/verify/18513
patricia.turkson.1170@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-10-16,https://certs.provider.com/verify/58179
ebenezer.osei.1930@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-08-29,https://certs.provider.com/verify/96024
akosua.acheampong.445@thenoveltyconcepts.com,PHR,HRCI,2025-03-26,https://certs.provider.com/verify/26118
rita.donkor.1828@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-10-16,https://certs.provider.com/verify/68601
rita.donkor.1828@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2024-06-13,https://certs.provider.com/verify/80398
kow.yeboah.15@thenoveltyconcepts.com,CPA,Professional Institute,2024-10-12,https://certs.provider.com/verify/18768
kow.yeboah.15@thenoveltyconcepts.com,Excel Expert,Professional Institute,2024-04-03,https://certs.provider.com/verify/24345
akosua.quansah.1620@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-07-01,https://certs.provider.com/verify/24019
abigail.bonsu.1759@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-07-29,https://certs.provider.com/verify/36355
abigail.bonsu.1759@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-03-18,https://certs.provider.com/verify/84307
kwesi.oppong.696@thenoveltyconcepts.com,Google Analytics,Professional Institute,2023-06-21,https://certs.provider.com/verify/45384
kwesi.oppong.696@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-08-31,https://certs.provider.com/verify/82412
prince.boateng.1085@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2025-03-21,https://certs.provider.com/verify/36579
kow.sarpong.1278@thenoveltyconcepts.com,Excel Expert,Professional Institute,2025-04-20,https://certs.provider.com/verify/74100
afia.sarpong.10@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2024-04-29,https://certs.provider.com/verify/75738
afia.sarpong.10@thenoveltyconcepts.com,React Nanodegree,Udacity,2023-04-27,https://certs.provider.com/verify/23292
gifty.bonsu.1655@thenoveltyconcepts.com,SHRM-CP,SHRM,2024-12-02,https://certs.provider.com/verify/86720
akua.turkson.390@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-09-22,https://certs.provider.com/verify/49119
akua.turkson.390@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2023-06-20,https://certs.provider.com/verify/30309
emmanuel.osei.1202@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-07-11,https://certs.provider.com/verify/23489
emmanuel.osei.1202@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-06-10,https://certs.provider.com/verify/62591
yaw.appiah.513@thenoveltyconcepts.com,Google Cloud Architect,Google,2025-07-28,https://certs.provider.com/verify/45108
yaw.appiah.513@thenoveltyconcepts.com,AWS Certified Developer,AWS,2024-02-21,https://certs.provider.com/verify/45867
abigail.baah.323@thenoveltyconcepts.com,PHR,HRCI,2025-04-19,https://certs.provider.com/verify/64793
abigail.baah.323@thenoveltyconcepts.com,SHRM-CP,SHRM,2025-01-02,https://certs.provider.com/verify/88200
patricia.oppong.17@thenoveltyconcepts.com,React Nanodegree,Udacity,2025-07-25,https://certs.provider.com/verify/63905
patricia.oppong.17@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2024-09-19,https://certs.provider.com/verify/72210
adjoa.donkor.220@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2023-06-18,https://certs.provider.com/verify/82563
blessing.quansah.1706@thenoveltyconcepts.com,Google Analytics,Professional Institute,2024-12-11,https://certs.provider.com/verify/45013
blessing.quansah.1706@thenoveltyconcepts.com,SEO Fundamentals,Professional Institute,2023-04-14,https://certs.provider.com/verify/57095
kow.frimpong.1868@thenoveltyconcepts.com,Google Cloud Architect,Google,2023-10-03,https://certs.provider.com/verify/33699
kow.turkson.793@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-11-27,https://certs.provider.com/verify/75819
kow.turkson.793@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2024-04-14,https://certs.provider.com/verify/10990
akua.owusu.360@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-05-14,https://certs.provider.com/verify/54698
akua.owusu.360@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-05-05,https://certs.provider.com/verify/21647
daniel.kwarteng.1527@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-05-09,https://certs.provider.com/verify/64355
kwesi.danquah.1353@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2023-06-20,https://certs.provider.com/verify/77746
kwesi.danquah.1353@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2023-08-21,https://certs.provider.com/verify/39901
ebenezer.quansah.97@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2023-05-06,https://certs.provider.com/verify/68812
samuel.kwarteng.1233@thenoveltyconcepts.com,Google Cloud Architect,Google,2023-10-28,https://certs.provider.com/verify/52109
samuel.kwarteng.1233@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2024-07-04,https://certs.provider.com/verify/48276
prince.acheampong.1014@thenoveltyconcepts.com,React Nanodegree,Udacity,2024-12-29,https://certs.provider.com/verify/99336
yaa.frimpong.1901@thenoveltyconcepts.com,PHR,HRCI,2025-01-24,https://certs.provider.com/verify/26709
samuel.frimpong.1419@thenoveltyconcepts.com,SHRM-CP,SHRM,2023-09-01,https://certs.provider.com/verify/35579
ama.owusu.180@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2023-09-21,https://certs.provider.com/verify/89984
kwaku.annan.1985@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2023-05-25,https://certs.provider.com/verify/67170
kwaku.annan.1985@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-07-08,https://certs.provider.com/verify/47975
isaac.boateng.268@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2025-05-09,https://certs.provider.com/verify/57906
akosua.osei.992@thenoveltyconcepts.com,Project Management Professional (PMP),Professional Institute,2024-06-09,https://certs.provider.com/verify/49131
adjoa.appiah.215@thenoveltyconcepts.com,AWS Certified Developer,AWS,2025-04-23,https://certs.provider.com/verify/17696
adjoa.appiah.215@thenoveltyconcepts.com,Google Cloud Architect,Google,2023-09-17,https://certs.provider.com/verify/26318
patricia.danquah.1225@thenoveltyconcepts.com,ACCA,Professional Institute,2025-09-04,https://certs.provider.com/verify/66164
akosua.acheampong.1206@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2023-09-10,https://certs.provider.com/verify/58838
akosua.acheampong.1206@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2023-07-17,https://certs.provider.com/verify/13678
ebenezer.yiadom.1166@thenoveltyconcepts.com,SHRM-CP,SHRM,2025-08-28,https://certs.provider.com/verify/87433
ebenezer.yiadom.1166@thenoveltyconcepts.com,PHR,HRCI,2025-04-20,https://certs.provider.com/verify/94110
ebenezer.turkson.326@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2024-02-19,https://certs.provider.com/verify/47836
akosua.frimpong.365@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2024-07-25,https://certs.provider.com/verify/20935
akosua.frimpong.365@thenoveltyconcepts.com,Excel Expert,Professional Institute,2024-08-20,https://certs.provider.com/verify/72227
maame.oppong.148@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2024-05-31,https://certs.provider.com/verify/84771
maame.oppong.148@thenoveltyconcepts.com,Google Analytics,Professional Institute,2023-11-15,https://certs.provider.com/verify/49491
ebenezer.asare.1697@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2023-06-07,https://certs.provider.com/verify/22907
ebenezer.asare.1697@thenoveltyconcepts.com,SHRM-CP,SHRM,2023-10-02,https://certs.provider.com/verify/16238
ebenezer.tetteh.288@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2024-12-18,https://certs.provider.com/verify/61670
ebenezer.tetteh.288@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-01-01,https://certs.provider.com/verify/59421
ebenezer.adjei.1815@thenoveltyconcepts.com,CPA,Professional Institute,2025-08-08,https://certs.provider.com/verify/76250
ebenezer.adjei.1815@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2025-06-17,https://certs.provider.com/verify/33650
emmanuel.quansah.1123@thenoveltyconcepts.com,React Nanodegree,Udacity,2023-11-03,https://certs.provider.com/verify/48099
adjoa.kwarteng.58@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2025-04-14,https://certs.provider.com/verify/11671
ebenezer.bonsu.399@thenoveltyconcepts.com,SHRM-CP,SHRM,2025-09-15,https://certs.provider.com/verify/28303
ebenezer.bonsu.399@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2025-09-24,https://certs.provider.com/verify/74172
kwaku.donkor.568@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2023-05-09,https://certs.provider.com/verify/73538
kwaku.donkor.568@thenoveltyconcepts.com,Excel Expert,Professional Institute,2024-04-08,https://certs.provider.com/verify/75957
ama.sarpong.1699@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-01-14,https://certs.provider.com/verify/15273
nana.yiadom.542@thenoveltyconcepts.com,ACCA,Professional Institute,2025-06-10,https://certs.provider.com/verify/98720
prince.quansah.304@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2023-08-15,https://certs.provider.com/verify/82869
ebenezer.asare.271@thenoveltyconcepts.com,Corporate Law Certificate,Professional Institute,2025-07-29,https://certs.provider.com/verify/83352
akua.appiah.1646@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2024-09-02,https://certs.provider.com/verify/59228
kofi.turkson.322@thenoveltyconcepts.com,Supply Chain Management,Professional Institute,2024-06-30,https://certs.provider.com/verify/99457
kofi.turkson.322@thenoveltyconcepts.com,Six Sigma Green Belt,Professional Institute,2023-11-27,https://certs.provider.com/verify/31022
kwaku.kwarteng.423@thenoveltyconcepts.com,Google Cloud Architect,Google,2023-06-06,https://certs.provider.com/verify/95056
kwaku.kwarteng.423@thenoveltyconcepts.com,React Nanodegree,Udacity,2023-09-14,https://certs.provider.com/verify/60011
patricia.kwarteng.1009@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2025-12-06,https://certs.provider.com/verify/21150
akosua.bonsu.647@thenoveltyconcepts.com,Negotiation Masterclass,Professional Institute,2025-06-04,https://certs.provider.com/verify/22244
akosua.bonsu.647@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2024-02-20,https://certs.provider.com/verify/83394
maame.donkor.672@thenoveltyconcepts.com,React Nanodegree,Udacity,2025-06-13,https://certs.provider.com/verify/97838
maame.donkor.672@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2025-07-07,https://certs.provider.com/verify/30300
kofi.nkansah.1762@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2025-07-29,https://certs.provider.com/verify/52983
kofi.nkansah.1762@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-03-03,https://certs.provider.com/verify/84459
ama.frimpong.73@thenoveltyconcepts.com,PHR,HRCI,2023-06-24,https://certs.provider.com/verify/91378
ama.frimpong.73@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2025-02-01,https://certs.provider.com/verify/86047
ebenezer.frimpong.1104@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2023-09-04,https://certs.provider.com/verify/48337
ebenezer.danquah.1787@thenoveltyconcepts.com,Compliance Ethics,Professional Institute,2024-04-02,https://certs.provider.com/verify/39019
nana.tetteh.37@thenoveltyconcepts.com,SHRM-CP,SHRM,2025-03-25,https://certs.provider.com/verify/49465
nana.tetteh.37@thenoveltyconcepts.com,Conflict Resolution,LinkedIn Learning,2023-05-03,https://certs.provider.com/verify/62054
akosua.boateng.491@thenoveltyconcepts.com,Strategic Selling,Professional Institute,2024-11-02,https://certs.provider.com/verify/27648
michael.bonsu.1552@thenoveltyconcepts.com,Salesforce Administrator,Professional Institute,2025-05-07,https://certs.provider.com/verify/20914
kwaku.oppong.224@thenoveltyconcepts.com,Excel Expert,Professional Institute,2024-09-27,https://certs.provider.com/verify/68365
kwaku.oppong.224@thenoveltyconcepts.com,Financial Modeling,Professional Institute,2025-10-19,https://certs.provider.com/verify/91428
daniel.adjei.295@thenoveltyconcepts.com,Cybersecurity Fundamentals,CompTIA,2024-11-12,https://certs.provider.com/verify/60343
daniel.adjei.295@thenoveltyconcepts.com,Google Cloud Architect,Google,2025-05-11,https://certs.provider.com/verify/14363
rita.turkson.386@thenoveltyconcepts.com,Digital Marketing Specialist,Professional Institute,2023-07-24,https://certs.provider.com/verify/40875
rita.turkson.386@thenoveltyconcepts.com,Google Analytics,Professional Institute,2025-10-30,https://certs.provider.com/verify/76384
